email_text,label
"Dear students,

We are happy to inform you that our SRM is officially sponsoring ""Amaravati
HR Chapter 2023"" which is to be held at the Novotel Hotel on 5th November.

All interested students are requested to fill out the below attached Google
form. It will greatly be benefited by the topics discussed in the forum and
also will have a clear understanding of the industry trend and
expectations. Students from MBA, BBA and BTech students interested in AI
topics can look forward to interesting information exchanges in the event.

*Note: Only limited seats available, registered students can attend only if
they get the confirmation email.*

Google form: https://forms.gle/x7Duimht4KjCgHiy8
Registration to close by 4PM today.

-- 
With regards

*CR & CS*
*SRM University - Andhra Pradesh*
Neerukonda Village
Mangalagiri Mandal
Guntur district - 522502
",unknown
"Dear students,

The form is now accepting registrations; please check and fill it out
immediately. If not, please use the below link to fill it out.

Google form link: https://forms.gle/uyHVohwWS4fbswo89

On Fri, Nov 3, 2023 at 12:20 PM Corporate Relations & Career Services <
cr-cs@srmap.edu.in> wrote:

> Dear students,
>
> We are happy to inform you that our SRM is officially sponsoring ""Amaravati
> HR Chapter 2023"" which is to be held at the Novotel Hotel on 5th
> November.
>
> All interested students are requested to fill out the below attached
> Google form. It will greatly be benefited by the topics discussed in the
> forum and also will have a clear understanding of the industry trend and
> expectations. Students from MBA, BBA and BTech students interested in AI
> topics can look forward to interesting information exchanges in the event.
>
> *Note: Only limited seats available, registered students can attend only
> if they get the confirmation email.*
>
> Google form: https://forms.gle/x7Duimht4KjCgHiy8
> Registration to close by 4PM today.
>
> --
> With regards
>
> *CR & CS*
> *SRM University - Andhra Pradesh*
> Neerukonda Village
> Mangalagiri Mandal
> Guntur district - 522502
>
>

-- 
With regards

*CR & CS*
*SRM University - Andhra Pradesh*
Neerukonda Village
Mangalagiri Mandal
Guntur district - 522502
",unknown
"Dear students,

We regret for the students who have not been shortlisted as there are
limited entries.

Kudos to the below-shortlisted students for the event.

Note: Only the below students will be given entry on 5th, Nov.

sno Name Branch
1 M. Nikhil BTech
2 Ahmad Raza BTech
3 A. Karthik Reddy  BTech
4 Y Sai Meghana  MBA / BBA
5 Rohan Vennela BTech
6 Ujjawal pandey BTech
7 Sneha BTech
8 Sumana Sree  BTech
9 M.sravani BTech
10 L.vishal Nelson  BTech
11 N. Khagesh BTech
12 Md Hadi Mahmood  BTech
13 Vuhaaditya Kancharlapalli BTech
14 Manasa Vemuri  BTech
15 Gulshan Kumar Mandal BTech
16 Soumya Karuturi BTech
17 Mahaboob Basha  BTech
18 Divyanshu Singh BTech
19 vaishnavi avvaru BTech
20 Chandana Sree Padmaraju BTech
21 B. Joshitha  MBA / BBA
22 penumuchu swapna BTech
23 Durga Sainath Dora BTech
24 Ch.Sai Sri Prakash BTech
25 D.Sree Vathsav BTech
26 Tarun BTech
27 Krishna Sharma  BTech
28 Ayush Kumar Mishra BTech
29 Kavya Sri Gullipalli  BTech
30 Ajay Uyyala  BTech
31 Mohammed Shazin Abbas BTech
32 JUNNEL ESWAR DUTTA BTech
33 Jupalle Rohith Kumar  BTech
34 Vinod parasa BTech
35 Subhash Nannapaneni  BTech
36 Tharun  BTech
37 Ashok Kumar BTech
38 Varshitha Pillarisetty  BTech
39 DHULIPALLA YASWANTH  BTech
40 Bandaru Pallavi  BTech
41 MOHAMOOD NAGURU BTech
42 A.Neha sri MBA / BBA
43 Devi Akiri  MBA / BBA
44 Revanth Ravipudi MBA / BBA
45 Golagana Sunitha  MBA / BBA
46 V.Naga Venkata Chandra Sekhar  MBA / BBA
47 Srinidhi Damera MBA / BBA
48 Kaathyakshi MBA / BBA
49 Ummalaneni Anusha  MBA / BBA
50 SURYA SUMANTH. D MBA / BBA

On Fri, Nov 3, 2023 at 12:20 PM Corporate Relations & Career Services <
cr-cs@srmap.edu.in> wrote:

> Dear students,
>
> We are happy to inform you that our SRM is officially sponsoring ""Amaravati
> HR Chapter 2023"" which is to be held at the Novotel Hotel on 5th
> November.
>
> All interested students are requested to fill out the below attached
> Google form. It will greatly be benefited by the topics discussed in the
> forum and also will have a clear understanding of the industry trend and
> expectations. Students from MBA, BBA and BTech students interested in AI
> topics can look forward to interesting information exchanges in the event.
>
> *Note: Only limited seats available, registered students can attend only
> if they get the confirmation email.*
>
> Google form: https://forms.gle/x7Duimht4KjCgHiy8
> Registration to close by 4PM today.
>
> --
> With regards
>
> *CR & CS*
> *SRM University - Andhra Pradesh*
> Neerukonda Village
> Mangalagiri Mandal
> Guntur district - 522502
>
>

-- 
With regards

*CR & CS*
*SRM University - Andhra Pradesh*
Neerukonda Village
Mangalagiri Mandal
Guntur district - 522502
",unknown
"Dear shortlisted students,

Please find the details for tomorrow's event. Only the below students must
join the event and make sure to carry your SRM university ID card of
authentication.


sno Name Branch
1 M. Nikhil BTech
2 Ahmad Raza BTech
3 A. Karthik Reddy  BTech
4 Y Sai Meghana  MBA / BBA
5 Rohan Vennela BTech
6 Ujjawal pandey BTech
7 Sneha BTech
8 Sumana Sree  BTech
9 M.sravani BTech
10 L.vishal Nelson  BTech
11 N. Khagesh BTech
12 Md Hadi Mahmood  BTech
13 Vuhaaditya Kancharlapalli BTech
14 Manasa Vemuri  BTech
15 Gulshan Kumar Mandal BTech
16 Soumya Karuturi BTech
17 Mahaboob Basha  BTech
18 Divyanshu Singh BTech
19 vaishnavi avvaru BTech
20 Chandana Sree Padmaraju BTech
21 B. Joshitha  MBA / BBA
22 penumuchu swapna BTech
23 Durga Sainath Dora BTech
24 Ch.Sai Sri Prakash BTech
25 D.Sree Vathsav BTech
26 Tarun BTech
27 Krishna Sharma  BTech
28 Ayush Kumar Mishra BTech
29 Kavya Sri Gullipalli  BTech
30 Ajay Uyyala  BTech
31 Mohammed Shazin Abbas BTech
32 JUNNEL ESWAR DUTTA BTech
33 Jupalle Rohith Kumar  BTech
34 Vinod parasa BTech
35 Subhash Nannapaneni  BTech
36 Tharun  BTech
37 Ashok Kumar BTech
38 Varshitha Pillarisetty  BTech
39 DHULIPALLA YASWANTH  BTech
40 Bandaru Pallavi  BTech
41 MOHAMOOD NAGURU BTech
42 A.Neha sri MBA / BBA
43 Devi Akiri  MBA / BBA
44 Revanth Ravipudi MBA / BBA
45 Golagana Sunitha  MBA / BBA
46 V.Naga Venkata Chandra Sekhar  MBA / BBA
47 Srinidhi Damera MBA / BBA
48 Kaathyakshi MBA / BBA
49 Ummalaneni Anusha  MBA / BBA
50 SURYA SUMANTH. D MBA / BBA



On Fri, Nov 3, 2023 at 5:41 PM Corporate Relations & Career Services <
cr-cs@srmap.edu.in> wrote:

> Dear students,
>
> We regret for the students who have not been shortlisted as there are
> limited entries.
>
> Kudos to the below-shortlisted students for the event.
>
> Note: Only the below students will be given entry on 5th, Nov.
>
> sno Name Branch
> 1 M. Nikhil BTech
> 2 Ahmad Raza BTech
> 3 A. Karthik Reddy  BTech
> 4 Y Sai Meghana  MBA / BBA
> 5 Rohan Vennela BTech
> 6 Ujjawal pandey BTech
> 7 Sneha BTech
> 8 Sumana Sree  BTech
> 9 M.sravani BTech
> 10 L.vishal Nelson  BTech
> 11 N. Khagesh BTech
> 12 Md Hadi Mahmood  BTech
> 13 Vuhaaditya Kancharlapalli BTech
> 14 Manasa Vemuri  BTech
> 15 Gulshan Kumar Mandal BTech
> 16 Soumya Karuturi BTech
> 17 Mahaboob Basha  BTech
> 18 Divyanshu Singh BTech
> 19 vaishnavi avvaru BTech
> 20 Chandana Sree Padmaraju BTech
> 21 B. Joshitha  MBA / BBA
> 22 penumuchu swapna BTech
> 23 Durga Sainath Dora BTech
> 24 Ch.Sai Sri Prakash BTech
> 25 D.Sree Vathsav BTech
> 26 Tarun BTech
> 27 Krishna Sharma  BTech
> 28 Ayush Kumar Mishra BTech
> 29 Kavya Sri Gullipalli  BTech
> 30 Ajay Uyyala  BTech
> 31 Mohammed Shazin Abbas BTech
> 32 JUNNEL ESWAR DUTTA BTech
> 33 Jupalle Rohith Kumar  BTech
> 34 Vinod parasa BTech
> 35 Subhash Nannapaneni  BTech
> 36 Tharun  BTech
> 37 Ashok Kumar BTech
> 38 Varshitha Pillarisetty  BTech
> 39 DHULIPALLA YASWANTH  BTech
> 40 Bandaru Pallavi  BTech
> 41 MOHAMOOD NAGURU BTech
> 42 A.Neha sri MBA / BBA
> 43 Devi Akiri  MBA / BBA
> 44 Revanth Ravipudi MBA / BBA
> 45 Golagana Sunitha  MBA / BBA
> 46 V.Naga Venkata Chandra Sekhar  MBA / BBA
> 47 Srinidhi Damera MBA / BBA
> 48 Kaathyakshi MBA / BBA
> 49 Ummalaneni Anusha  MBA / BBA
> 50 SURYA SUMANTH. D MBA / BBA
>
> On Fri, Nov 3, 2023 at 12:20 PM Corporate Relations & Career Services <
> cr-cs@srmap.edu.in> wrote:
>
>> Dear students,
>>
>> We are happy to inform you that our SRM is officially sponsoring ""Amaravati
>> HR Chapter 2023"" which is to be held at the Novotel Hotel on 5th
>> November.
>>
>> All interested students are requested to fill out the below attached
>> Google form. It will greatly be benefited by the topics discussed in the
>> forum and also will have a clear understanding of the industry trend and
>> expectations. Students from MBA, BBA and BTech students interested in AI
>> topics can look forward to interesting information exchanges in the event.
>>
>> *Note: Only limited seats available, registered students can attend only
>> if they get the confirmation email.*
>>
>> Google form: https://forms.gle/x7Duimht4KjCgHiy8
>> Registration to close by 4PM today.
>>
>> --
>> With regards
>>
>> *CR & CS*
>> *SRM University - Andhra Pradesh*
>> Neerukonda Village
>> Mangalagiri Mandal
>> Guntur district - 522502
>>
>>
>
> --
> With regards
>
> *CR & CS*
> *SRM University - Andhra Pradesh*
> Neerukonda Village
> Mangalagiri Mandal
> Guntur district - 522502
>
>

-- 
With regards

*CR & CS*
*SRM University - Andhra Pradesh*
Neerukonda Village
Mangalagiri Mandal
Guntur district - 522502
",unknown
"Dear students,

Hope you all have registered for the Codevita competition. If not, do it
immediately!!!

Deadline: 16.11.2023 (extended)

Registration link: https://codevita.tcsapps.com/

Google form link: https://forms.gle/NhHHekigasNV6R2Y7

In addition to your practice, TCS Codevita organizers are arranging an
online session to help you out with the best strategies and approaches for
problem-solving.

Hence, all the students are requested to register and join the session on
Nov 11th from 6:00 PM to 8:00 PM for the exclusive online session to gain
insights, tips, and strategies to help you excel in this challenging coding
contest.

Don't miss out on opportunities to take part in hackathons.

Register here to secure your spot in this webinar: bit.ly/40zWAb5

Deadline to book your spot: 09.11.2023


[image: image.png]

On Mon, Oct 23, 2023 at 6:42 PM Corporate Relations & Career Services <
cr-cs@srmap.edu.in> wrote:

> Dear students,
>
> A gentle reminder!!
>
> The registration is still open and only a few of you have registered. All
> the students receiving this email are requested to register immediately.
>
> Also take part in the mockvita that will be held on 3rd Nov.
>
> Registration link: https://codevita.tcsapps.com/
>
> Google form link: https://forms.gle/NhHHekigasNV6R2Y7
>
>
> On Wed, Oct 18, 2023 at 5:32 PM Corporate Relations & Career Services <
> cr-cs@srmap.edu.in> wrote:
>
>> Dear students,
>>
>> In spite of repeated reminders, could see a few of them have taken
>> initiation and have applied for the hackathon. Kindly requesting all the
>> students to register immediately and fill out the google form without fail.
>>
>> TCS is planning to hire tens of thousands of freshmen this year. Hence,
>> we request that all the students utilize this opportunity to grab a job or
>> an internship.
>>
>> Majority of the companies are preferring to hire through hackathons as
>> the first level of qualification for an opportunity.
>>
>> Registration link: https://codevita.tcsapps.com/
>>
>> Google form link: https://forms.gle/NhHHekigasNV6R2Y7
>>
>> Kindly check the stepwise explanation for the same attached below.
>>
>> *Registration Steps:*
>>
>> *Step 1: Click on Login/Register*
>>
>> This is the first step for both new as well as registered users. You will
>> find the button on the top-right of the home page.
>>
>> *Step 2: Click on Register*
>>
>> Please note that once you complete your registration process, you will be
>> able to log into the application using the *Sign In* option.
>>
>> *Step 3: Select Region as India*
>>
>> *Step 4: Fill in your user details.*
>>
>> Please fill in your First Name, Last Name, Email Id and Username (Email
>> ID without @email service provider)
>>
>> *Step 5: Accept T&C and Consent Statement*
>>
>> Under Terms and Conditions document via the hyperlink on ‘here’ and click
>> *Accept* to select the second checkbox.
>>
>> A QR code will be displayed in the window.
>>
>> *Step 6: Install Microsoft Authenticator from Play Store/App Store*
>>
>> Click on the *""+""* icon. Choose *Personal account* in the Add *Personal
>> account* and click on *Scan QR code.*
>>
>> *Step 7: Scan the QR code.*
>>
>> Scan the QR Code which is displayed after the *Step 5.*
>>
>> Please enter the One-time code which is generated in the system. And
>> click on Submit.
>>
>> *Step 8: You will be redirected to the profile page to fill out and save
>> the required details.*
>>
>> Verify your mobile number with OTP. Fill the other necessary
>> information’s like
>>
>>    - Academic Year of Completion
>>    - Nearest TCS Location
>>    - Institute name
>>    - Your Reference Number
>>
>> *Note: *Kindly make sure the registration process is either done in a PC
>> or Laptop as the QR Code needs to be scanned via cell phone.
>>
>> *CodeVita Schedule:*
>>
>>    - *Registration Start Date: 29th September 2023*
>>    - *MockVita 1 : 13th October*
>>    - *MockVita 2 : 3rd Nov*
>>    - *Registration windows End: 11th Nov 2023*
>>    - *Round 1 Zone 1: 24th Nov - 25th Nov (Friday - Sat)*
>>    - *Round 1 Zone 2:  8th Dec - 9th Dec (India + Global) (Friday - Sat)*
>>    - *Round 2: 19th Jan - 20th Jan 2024 (Friday - Sat)*
>>    - *Finale:** March 2024 1st or 2nd week TBD*
>>
>>
>>
>> On Tue, Oct 17, 2023 at 11:52 AM Corporate Relations & Career Services <
>> cr-cs@srmap.edu.in> wrote:
>>
>>> Dear students,
>>>
>>> TCS is planning to hire tens of thousands of freshmen this year. Hence,
>>> we request that all the students utilize this opportunity to grab a job or
>>> an internship.
>>>
>>> Majority of the companies are preferring to hire through hackathons as
>>> the first level of qualification for an opportunity.
>>>
>>> Registration link: https://codevita.tcsapps.com/
>>>
>>> Google form link: https://forms.gle/NhHHekigasNV6R2Y7
>>>
>>> Kindly check the stepwise explanation for the same attached below.
>>>
>>> *Registration Steps:*
>>>
>>> *Step 1: Click on Login/Register*
>>>
>>> This is the first step for both new as well as registered users. You
>>> will find the button on the top-right of the home page.
>>>
>>> *Step 2: Click on Register*
>>>
>>> Please note that once you complete your registration process, you will
>>> be able to log into the application using the *Sign In* option.
>>>
>>> *Step 3: Select Region as India*
>>>
>>> *Step 4: Fill in your user details.*
>>>
>>> Please fill in your First Name, Last Name, Email Id and Username (Email
>>> ID without @email service provider)
>>>
>>> *Step 5: Accept T&C and Consent Statement*
>>>
>>> Under Terms and Conditions document via the hyperlink on ‘here’ and
>>> click *Accept* to select the second checkbox.
>>>
>>> A QR code will be displayed in the window.
>>>
>>> *Step 6: Install Microsoft Authenticator from Play Store/App Store*
>>>
>>> Click on the *""+""* icon. Choose *Personal account* in the Add *Personal
>>> account* and click on *Scan QR code.*
>>>
>>> *Step 7: Scan the QR code.*
>>>
>>> Scan the QR Code which is displayed after the *Step 5.*
>>>
>>> Please enter the One-time code which is generated in the system. And
>>> click on Submit.
>>>
>>> *Step 8: You will be redirected to the profile page to fill out and save
>>> the required details.*
>>>
>>> Verify your mobile number with OTP. Fill the other necessary
>>> information’s like
>>>
>>>    - Academic Year of Completion
>>>    - Nearest TCS Location
>>>    - Institute name
>>>    - Your Reference Number
>>>
>>> *Note: *Kindly make sure the registration process is either done in a
>>> PC or Laptop as the QR Code needs to be scanned via cell phone.
>>>
>>> *CodeVita Schedule:*
>>>
>>>    - *Registration Start Date: 29th September 2023*
>>>    - *MockVita 1 : 13th October*
>>>    - *MockVita 2 : 3rd Nov*
>>>    - *Registration windows End: 11th Nov 2023*
>>>    - *Round 1 Zone 1: 24th Nov - 25th Nov (Friday - Sat)*
>>>    - *Round 1 Zone 2:  8th Dec - 9th Dec (India + Global) (Friday -
>>>    Sat)*
>>>    - *Round 2: 19th Jan - 20th Jan 2024 (Friday - Sat)*
>>>    - *Finale:** March 2024 1st or 2nd week TBD*
>>>
>>>
>>>
>>>
>>> On Mon, Oct 16, 2023 at 1:15 PM Corporate Relations & Career Services <
>>> cr-cs@srmap.edu.in> wrote:
>>>
>>>> Dear students,
>>>>
>>>> A gentle reminder!!
>>>>
>>>> Hope you all have registered successfully and also participated in the
>>>> mockvitas. If not, register immediately. NOW!!!
>>>>
>>>> As discussed in person, hackathons play a major role in upscaling your
>>>> skillset; they also add good weightage to your profile. So, do participate
>>>> in all the hackathons.
>>>>
>>>> Registration link: https://codevita.tcsapps.com/
>>>>
>>>> Google form link: https://forms.gle/NhHHekigasNV6R2Y7
>>>>
>>>> On Fri, Oct 13, 2023 at 10:31 PM Corporate Relations & Career Services <
>>>> cr-cs@srmap.edu.in> wrote:
>>>>
>>>>> Dear students,
>>>>>
>>>>> TCS portal is open for registration, and all students are requested to
>>>>> register immediately using the link below. After successful completion of
>>>>> the registration process, kindly fill out the below-provided Google form
>>>>> without fail.
>>>>>
>>>>> As discussed in person, hackathons play a major role in upscaling your
>>>>> skillset; they also add good weightage to your profile. So, do participate
>>>>> in all the hackathons.
>>>>>
>>>>> Registration link: https://codevita.tcsapps.com/
>>>>>
>>>>> Google form link: https://forms.gle/NhHHekigasNV6R2Y7
>>>>>
>>>>>
>>>>>
>>>>>
>>>>> On Thu, Oct 12, 2023 at 9:26 AM Corporate Relations & Career Services <
>>>>> cr-cs@srmap.edu.in> wrote:
>>>>>
>>>>>> Dear students,
>>>>>>
>>>>>> A gentle reminder!!
>>>>>>
>>>>>> The deadline for registration has been extended. Kindly requesting
>>>>>> all the students to register immediately. After registration, please fill
>>>>>> out the google form.
>>>>>>
>>>>>> It is important to participate in hackathons and coding contests to
>>>>>> check on your technical skills.
>>>>>>
>>>>>> Registration link: https://codevita.tcsapps.com/
>>>>>>
>>>>>> Google form link: https://forms.gle/NhHHekigasNV6R2Y7
>>>>>>
>>>>>> On Tue, Oct 10, 2023 at 11:52 AM Corporate Relations & Career
>>>>>> Services <cr-cs@srmap.edu.in> wrote:
>>>>>>
>>>>>>> Dear students,
>>>>>>>
>>>>>>> Hope you all have successfully registered for the TCS Codevita 11
>>>>>>> contest. If not, kindly register immediately.
>>>>>>>
>>>>>>> Those who have registered earlier and the latest applicants are
>>>>>>> requested to fill out this Google form mandatorily. Not filling out your
>>>>>>> form sometimes leads you to get disqualified from the process.
>>>>>>>
>>>>>>> Google form link: https://forms.gle/NhHHekigasNV6R2Y7
>>>>>>> Deadline: 10.10.2023, 3:30 PM.
>>>>>>>
>>>>>>> On Thu, Oct 5, 2023 at 12:10 AM Corporate Relations & Career
>>>>>>> Services <cr-cs@srmap.edu.in> wrote:
>>>>>>>
>>>>>>>> Dear students,
>>>>>>>>
>>>>>>>> Every year, TCS conducts various forms of hiring, either by
>>>>>>>> hackathon, open hiring, etc, this year, TCS has announced its CodeVita
>>>>>>>> season 11. All students are requested to thoroughly check before
>>>>>>>> applying,
>>>>>>>>
>>>>>>>> Registration link: https://codevita.tcsapps.com/
>>>>>>>> Deadline: Apply at the earliest
>>>>>>>>
>>>>>>>> What's in it for students?
>>>>>>>>
>>>>>>>>    - Top 3 coders to win total prize money of USD 20,000/-
>>>>>>>>    - Chance to explore exciting careers* with one of the world's
>>>>>>>>    most powerful brands
>>>>>>>>    - Chance to compete with some of the best coders in the world
>>>>>>>>    - Platform to showcase your programming skills
>>>>>>>>    - Finalists stand a chance to travel** to India for the season
>>>>>>>>    11 live grand finale experience.
>>>>>>>>
>>>>>>>>
>>>>>>>> Eligibility
>>>>>>>>
>>>>>>>>    - With year of completion 2024, 2025, 2026, and 2027.
>>>>>>>>    - From institutes across the globe.
>>>>>>>>    - Pursuing undergraduate/diploma/postgraduate disciplines from
>>>>>>>>    engineering/science background with any specialization.
>>>>>>>>
>>>>>>>>
>>>>>>>>
>>>>>>>> --
>>>>>>>> With regards
>>>>>>>>
>>>>>>>> *CR & CS*
>>>>>>>> *SRM University - Andhra Pradesh*
>>>>>>>> Neerukonda Village
>>>>>>>> Mangalagiri Mandal
>>>>>>>> Guntur district - 522502
>>>>>>>>
>>>>>>>>
>>>>>>>
>>>>>>> --
>>>>>>> With regards
>>>>>>>
>>>>>>> *CR & CS*
>>>>>>> *SRM University - Andhra Pradesh*
>>>>>>> Neerukonda Village
>>>>>>> Mangalagiri Mandal
>>>>>>> Guntur district - 522502
>>>>>>>
>>>>>>>
>>>>>>
>>>>>> --
>>>>>> With regards
>>>>>>
>>>>>> *CR & CS*
>>>>>> *SRM University - Andhra Pradesh*
>>>>>> Neerukonda Village
>>>>>> Mangalagiri Mandal
>>>>>> Guntur district - 522502
>>>>>>
>>>>>>
>>>>>
>>>>> --
>>>>> With regards
>>>>>
>>>>> *CR & CS*
>>>>> *SRM University - Andhra Pradesh*
>>>>> Neerukonda Village
>>>>> Mangalagiri Mandal
>>>>> Guntur district - 522502
>>>>>
>>>>>
>>>>
>>>> --
>>>> With regards
>>>>
>>>> *CR & CS*
>>>> *SRM University - Andhra Pradesh*
>>>> Neerukonda Village
>>>> Mangalagiri Mandal
>>>> Guntur district - 522502
>>>>
>>>>
>>>
>>> --
>>> With regards
>>>
>>> *CR & CS*
>>> *SRM University - Andhra Pradesh*
>>> Neerukonda Village
>>> Mangalagiri Mandal
>>> Guntur district - 522502
>>>
>>>
>>
>> --
>> With regards
>>
>> *CR & CS*
>> *SRM University - Andhra Pradesh*
>> Neerukonda Village
>> Mangalagiri Mandal
>> Guntur district - 522502
>>
>>
>
> --
> With regards
>
> *CR & CS*
> *SRM University - Andhra Pradesh*
> Neerukonda Village
> Mangalagiri Mandal
> Guntur district - 522502
>
>

-- 
With regards

*CR & CS*
*SRM University - Andhra Pradesh*
Neerukonda Village
Mangalagiri Mandal
Guntur district - 522502
",unknown
"Dear Students,

Greetings from CR &CS.

We would like to inform you all that we have planned to conduct the
*“Industry Expert Talk by Vodafone”* on *“* *Expert** Talk On Demystifying
Data Warehouse”* to build an understanding of handling Big data by using
real-world case studies and dynamic industry changes.

Please note the below schedule & registration link to join the session:

*Webinar Details:*

*Topic:*  *Expert** Talk on Demystifying Data Warehouse*

*Resource person:* *Ms. Renu Darwani, Senior Manager, Big Data and
Analytics, VOIS .*

*Date:* *24/11/2023 Friday*

*Time:* *06:30 PM to 07:30 PM*

*Registration Link: * https://forms.office.com/r/dmS2LFM48C



*Deadline for Registration: **On or before 23/11/2023 09.00 pm*



*Please use your university Email ID while registering and utilize the
wonderful opportunity without fail. *


*All students should register through the above link
for Industry Expert talk and attend the session as per above
schedule without fail. Students will receive the meeting link to their
registered email.*
[image: image.png]

Regards
*CR & CS*
*SRM University - Andhra Pradesh*
Neerukonda Village
Mangalagiri Mandal
Guntur district - 522502
",unknown
"Dear Students
Those who missed the Mid Examination for the subject ( SEC 101), and those
who got late admission have to appear for the mid exam. The exam will be
conducted tomorrow at 2-00 p.m. Venue will be informed later. If you miss
this exam you are going to miss the mid internal marks.  It is compulsory.

-- 
With regards

*CR & CS*
*SRM University - Andhra Pradesh*
Neerukonda Village
Mangalagiri Mandal
Guntur district - 522502
",unknown
"Dear students
Please find the class room for the midterm exam.
Section Y - S504
Section - Z - S505
Re-mid students - S505

On Wed, Nov 22, 2023 at 2:53 PM Corporate Relations & Career Services <
cr-cs@srmap.edu.in> wrote:

> Dear Students
> Those who missed the Mid Examination for the subject ( SEC 101), and those
> who got late admission have to appear for the mid exam. The exam will be
> conducted tomorrow at 2-00 p.m. Venue will be informed later. If you miss
> this exam you are going to miss the mid internal marks.  It is compulsory.
>
> --
> With regards
>
> *CR & CS*
> *SRM University - Andhra Pradesh*
> Neerukonda Village
> Mangalagiri Mandal
> Guntur district - 522502
>
>

-- 
With regards

*CR & CS*
*SRM University - Andhra Pradesh*
Neerukonda Village
Mangalagiri Mandal
Guntur district - 522502
",unknown
"Dear students,

As per the Schedule, *TCS codevita -* *Round 1 for Zone 1 and Zone 2* is
happening* (24th November and 25th November)* Tomorrow and Day after
tomorrow.

All the students are requested to check their emails thoroughly. TCS has
already shared the communication with the registered students to their
registered email IDs.



-- 
With regards

*CR & CS*
*SRM University - Andhra Pradesh*
Neerukonda Village
Mangalagiri Mandal
Guntur district - 522502
",unknown
"Dear students,

Jetro, is conducting an online event on Career Opportunities and Living In
Japan. All the students are requested to register for this to get the
insights about the career prospects.

Event date: 30.11.2023, 4:00 PM
Registration link: https://www.jetro.go.jp/en/events/jcpf_in2nd.html

 Here are the key features of the event –

★Presentation by Japanese companies interested in INDIA
★LIVE interactive session with INDIAN Professionals working in Japan.
★You can ask question during this session.
★Information about upcoming JOB FAIRS in Japan and other interesting
updates.

Don't miss this unique opportunity.



-- 
With regards

*CR & CS*
*SRM University - Andhra Pradesh*
Neerukonda Village
Mangalagiri Mandal
Guntur district - 522502
",unknown
"Dear Student,

_VOIS for Tech Program led Expert talk is scheduled on "" Demystifying Data
warehouse"" on 24th November  2023 (Today) at 6:30 PM.

Brief about the speaker: Ms. Renu Darwani (Senior Manager, BI Big data and
Anyalytics at _VOIS)


 Meeting link for the session:
https://zoom.us/j/96025234478?pwd=TXk1Rml0akt5QnU1RHRqUytKVDUzdz09

Meeting ID: 960 2523 4478
Passcode: 297448

Please join 10 minutes prior to the session to avoid any technical issues
and don't miss out this golden opportunity to interact with the
industry expert.

Regards
CR & CS Team

On Mon, Nov 20, 2023 at 10:27 AM Corporate Relations & Career Services <
cr-cs@srmap.edu.in> wrote:

> Dear Students,
>
> Greetings from CR &CS.
>
> We would like to inform you all that we have planned to conduct the
> *“Industry Expert Talk by Vodafone”* on *“* *Expert** Talk On
> Demystifying Data Warehouse”* to build an understanding of handling Big
> data by using real-world case studies and dynamic industry changes.
>
> Please note the below schedule & registration link to join the session:
>
> *Webinar Details:*
>
> *Topic:*  *Expert** Talk on Demystifying Data Warehouse*
>
> *Resource person:* *Ms. Renu Darwani, Senior Manager, Big Data and
> Analytics, VOIS .*
>
> *Date:* *24/11/2023 Friday*
>
> *Time:* *06:30 PM to 07:30 PM*
>
> *Registration Link: * https://forms.office.com/r/dmS2LFM48C
>
>
>
> *Deadline for Registration: **On or before 23/11/2023 09.00 pm*
>
>
>
> *Please use your university Email ID while registering and utilize the
> wonderful opportunity without fail. *
>
>
> *All students should register through the above link
> for Industry Expert talk and attend the session as per above
> schedule without fail. Students will receive the meeting link to their
> registered email.*
> [image: image.png]
>
> Regards
> *CR & CS*
> *SRM University - Andhra Pradesh*
> Neerukonda Village
> Mangalagiri Mandal
> Guntur district - 522502
>
>

-- 
With regards

*CR & CS*
*SRM University - Andhra Pradesh*
Neerukonda Village
Mangalagiri Mandal
Guntur district - 522502
",unknown
"Dear students,

A gentle reminder!

This is going to be an exciting opportunity to experience career prospects
and life in Japan. So don't miss this opportunity and register for this
session immediately.

Registration link - https://www.jetro.go.jp/en/events/jcpf_in2nd.html

On Thu, Nov 23, 2023 at 5:26 PM Corporate Relations & Career Services <
cr-cs@srmap.edu.in> wrote:

> Dear students,
>
> Jetro, is conducting an online event on Career Opportunities and Living
> In Japan. All the students are requested to register for this to get the
> insights about the career prospects.
>
> Event date: 30.11.2023, 4:00 PM
> Registration link: https://www.jetro.go.jp/en/events/jcpf_in2nd.html
>
>  Here are the key features of the event –
>
> ★Presentation by Japanese companies interested in INDIA
> ★LIVE interactive session with INDIAN Professionals working in Japan.
> ★You can ask question during this session.
> ★Information about upcoming JOB FAIRS in Japan and other interesting
> updates.
>
> Don't miss this unique opportunity.
>
>
>
> --
> With regards
>
> *CR & CS*
> *SRM University - Andhra Pradesh*
> Neerukonda Village
> Mangalagiri Mandal
> Guntur district - 522502
>
>

-- 
With regards

*CR & CS*
*SRM University - Andhra Pradesh*
Neerukonda Village
Mangalagiri Mandal
Guntur district - 522502
",unknown
