email_text,label,cleaned_text,prediction
"Dear students,

IBM is hosting a tech talk with one of their renowned speakers. All the
students are requested to join this session without fail.

[image: image.png]
The webinar details are as follows:

*Webinar topic:*
IBM Indulge - The Brave New World of Generative AI – Redefining
possibilities

*Date and time:*
Thursday, June 27, 2024 2:45 PM

*Join link:*
https://ibm.webex.com/ibm/j.php?MTID=m8d63167316f371bbfe229b14602324c0

*Webinar number:*
146 425 8498

*Webinar password:*
vcG3XsDWp67 (82439739 when dialing from a phone or video system)


-- 
With regards

*CR & CS*
*SRM University - Andhra Pradesh*
Neerukonda Village
Mangalagiri Mandal
Guntur district - 522502
",unknown,dear students ibm is hosting a tech talk with one of their renowned speakers all the students are requested to join this session without fail image imagepng the webinar details are as follows webinar topic ibm indulge the brave new world of generative ai redefining possibilities date and time thursday june pm join link webinar number webinar password vcgxsdwp when dialing from a phone or video system with regards cr cs srm university andhra pradesh neerukonda village mangalagiri mandal guntur district,Legitimate
"Dear students,

Adobe is organizing a hackathon by name ""Adobe GenSolve - Innovate to
impact"". All the students are requested to check the eligibility and do
register and participate in hackathons to accelerate their competitive
coding skills.


Registration link:
https://www.geeksforgeeks.org/hackathon/adobe-gensolve-innovate-to-impact?utm_source=nirav&utm_medium=email&utm_campaign=ags24

Note: This challenge is open to students pursuing full-time B.Tech/B.E. or
dual degree programs from Engineering colleges in India & will graduate in
2025, 2026, or 2027.

Rounds:

   - Round 1: Online MCQ and Coding Contest - Elimination
   - Round 2: Project Submission - Elimination
   - Round 3: Mentorship for the Shortlisted Teams
   - Round 4: Grand Finale at the Adobe's Noida Office

Rules

   - A team can consist of 2-3 members, one of whom will be the team leader
   - All members of the team have to register with their WhatsApp number
   - All members of the team must register with their official university
   ID, in case you do not have one you can register with your Gmail ID.
   - All members of a team should be from the same institute/university
   - Cross-year and cross-specialization teams are allowed
   - One student cannot be a part of more than one team


[image: image.png]
-- 
With regards

*CR & CS*
*SRM University - Andhra Pradesh*
Neerukonda Village
Mangalagiri Mandal
Guntur district - 522502
",unknown,dear students adobe is organizing a hackathon by name adobe gensolve innovate to impact all the students are requested to check the eligibility and do register and participate in hackathons to accelerate their competitive coding skills registration link note this challenge is open to students pursuing fulltime btechbe or dual degree programs from engineering colleges in india will graduate in or rounds round online mcq and coding contest elimination round project submission elimination round mentorship for the shortlisted teams round grand finale at the adobes noida office rules a team can consist of members one of whom will be the team leader all members of the team have to register with their whatsapp number all members of the team must register with their official university id in case you do not have one you can register with your gmail id all members of a team should be from the same instituteuniversity crossyear and crossspecialization teams are allowed one student cannot be a part of more than one team image imagepng with regards cr cs srm university andhra pradesh neerukonda village mangalagiri mandal guntur district,Legitimate
"Dear students,
Flipkart is back with its hiring hackathon with a lucrative offer this time
by the name ""Grid 6.0"". Everyone is eligible to take part in this team. So
don't wait, form a team of 1-3 members, register for this hackathon and
prove your skills. The details are as follows:

Deadline: 20.07.2024
Type of Participation: Team of 1 - 3 members
Registration link:
https://unstop.com/hackathons/flipkart-grid-60-software-development-track-flipkart-grid-60-flipkart-1024247?refId=FECOM
Please fill out this Google Form <https://forms.gle/jmgSLzTdHgEDT5V19>
confirming
your registration on the portal.


[image: image.png]

[image: image.png]



-- 
With regards

*CR & CS*
*SRM University - Andhra Pradesh*
Neerukonda Village
Mangalagiri Mandal
Guntur district - 522502
",unknown,dear students flipkart is back with its hiring hackathon with a lucrative offer this time by the name grid everyone is eligible to take part in this team so dont wait form a team of members register for this hackathon and prove your skills the details are as follows deadline type of participation team of members registration link please fill out this google form confirming your registration on the portal image imagepng image imagepng with regards cr cs srm university andhra pradesh neerukonda village mangalagiri mandal guntur district,Legitimate
"Dear Students,

Ready to unlock your full potential and launch a fulfilling career?

As your university career counselor, I'm here to offer you personalized
career counseling sessions. During our session, we can work together to:

   - Identify your strengths and interests.
   - Explore various career paths.
   - Develop a clear plan to achieve your career goals.

No matter your year of study, taking control of your career path early can
make a significant difference in your future success.

*Book your session today!*

Simply click the link below to schedule a convenient time:

*Booking Link:* https://calendar.app.google/WAbrS7ZjCWEZ1Ht29

*Location:* 4th Floor, Room No. 411, Homi J Bhabha Block (Old Admin Block)

Don't miss out on this opportunity to gain valuable insights and create a
roadmap for a successful future.

--
Thanks,
Satheesh Kumar N
Senior Manager - Career Counseling
SRM University, AP
+91-88700 84434
Guntur district - 522502
",unknown,dear students ready to unlock your full potential and launch a fulfilling career as your university career counselor im here to offer you personalized career counseling sessions during our session we can work together to identify your strengths and interests explore various career paths develop a clear plan to achieve your career goals no matter your year of study taking control of your career path early can make a significant difference in your future success book your session today simply click the link below to schedule a convenient time booking link location th floor room no homi j bhabha block old admin block dont miss out on this opportunity to gain valuable insights and create a roadmap for a successful future thanks satheesh kumar n senior manager career counseling srm university ap guntur district,Legitimate
"Dear students,

All the students who are booking their slots are requested to not skip
their training classes. All the students, while in the campus are requested
to drop by the placement department for in person sessions.

On Fri, Jul 12, 2024 at 3:37 PM Corporate Relations & Career Services <
cr-cs@srmap.edu.in> wrote:

> Dear Students,
>
> Ready to unlock your full potential and launch a fulfilling career?
>
> As your university career counselor, I'm here to offer you personalized
> career counseling sessions. During our session, we can work together to:
>
>    - Identify your strengths and interests.
>    - Explore various career paths.
>    - Develop a clear plan to achieve your career goals.
>
> No matter your year of study, taking control of your career path early can
> make a significant difference in your future success.
>
> *Book your session today!*
>
> Simply click the link below to schedule a convenient time:
>
> *Booking Link:* https://calendar.app.google/WAbrS7ZjCWEZ1Ht29
>
> *Location:* 4th Floor, Room No. 411, Homi J Bhabha Block (Old Admin Block)
>
> Don't miss out on this opportunity to gain valuable insights and create a
> roadmap for a successful future.
>
> --
> Thanks,
> Satheesh Kumar N
> Senior Manager - Career Counseling
> SRM University, AP
> +91-88700 84434
> Guntur district - 522502
>
>

-- 
With regards

*CR & CS*
*SRM University - Andhra Pradesh*
Neerukonda Village
Mangalagiri Mandal
Guntur district - 522502
",unknown,dear students all the students who are booking their slots are requested to not skip their training classes all the students while in the campus are requested to drop by the placement department for in person sessions on fri jul at pm corporate relations career services crcssrmapeduin wrote dear students ready to unlock your full potential and launch a fulfilling career as your university career counselor im here to offer you personalized career counseling sessions during our session we can work together to identify your strengths and interests explore various career paths develop a clear plan to achieve your career goals no matter your year of study taking control of your career path early can make a significant difference in your future success book your session today simply click the link below to schedule a convenient time booking link location th floor room no homi j bhabha block old admin block dont miss out on this opportunity to gain valuable insights and create a roadmap for a successful future thanks satheesh kumar n senior manager career counseling srm university ap guntur district with regards cr cs srm university andhra pradesh neerukonda village mangalagiri mandal guntur district,Legitimate
"Dear Students,

I want to remind all students to not skip any training sessions or classes
to attend career counseling sessions. These training sessions are important
for your skill development and future success, so please prioritize them.

I highly encourage all students to have in-person meetings for career
counseling, as these sessions are more effective and beneficial. If you
have already booked a slot and are available on campus, please make sure to
meet me in person at:

*Location:* 4th Floor, Room No. 411, Homi J Bhabha Block (Old Admin Block)

If, for any reason, you are unable to meet in person, you can then avail
the session online via Google Meet.

Thank you for your understanding.

Regards,
Satheesh Kumar N
Senior Manager - Career Counseling
SRM University, AP
+91-88700 84434
Guntur district - 522502
On Mon, Jul 15, 2024 at 5:36 PM Corporate Relations & Career Services <
cr-cs@srmap.edu.in> wrote:

> Dear students,
>
> All the students who are booking their slots are requested to not skip
> their training classes. All the students, while in the campus are requested
> to drop by the placement department for in person sessions.
>
> On Fri, Jul 12, 2024 at 3:37 PM Corporate Relations & Career Services <
> cr-cs@srmap.edu.in> wrote:
>
>> Dear Students,
>>
>> Ready to unlock your full potential and launch a fulfilling career?
>>
>> As your university career counselor, I'm here to offer you personalized
>> career counseling sessions. During our session, we can work together to:
>>
>>    - Identify your strengths and interests.
>>    - Explore various career paths.
>>    - Develop a clear plan to achieve your career goals.
>>
>> No matter your year of study, taking control of your career path early
>> can make a significant difference in your future success.
>>
>> *Book your session today!*
>>
>> Simply click the link below to schedule a convenient time:
>>
>> *Booking Link:* https://calendar.app.google/WAbrS7ZjCWEZ1Ht29
>>
>> *Location:* 4th Floor, Room No. 411, Homi J Bhabha Block (Old Admin
>> Block)
>>
>> Don't miss out on this opportunity to gain valuable insights and create a
>> roadmap for a successful future.
>>
>> --
>> Thanks,
>> Satheesh Kumar N
>> Senior Manager - Career Counseling
>> SRM University, AP
>> +91-88700 84434
>> Guntur district - 522502
>>
>>
>
> --
> With regards
>
> *CR & CS*
> *SRM University - Andhra Pradesh*
> Neerukonda Village
> Mangalagiri Mandal
> Guntur district - 522502
>
>
",unknown,dear students i want to remind all students to not skip any training sessions or classes to attend career counseling sessions these training sessions are important for your skill development and future success so please prioritize them i highly encourage all students to have inperson meetings for career counseling as these sessions are more effective and beneficial if you have already booked a slot and are available on campus please make sure to meet me in person at location th floor room no homi j bhabha block old admin block if for any reason you are unable to meet in person you can then avail the session online via google meet thank you for your understanding regards satheesh kumar n senior manager career counseling srm university ap guntur district on mon jul at pm corporate relations career services crcssrmapeduin wrote dear students all the students who are booking their slots are requested to not skip their training classes all the students while in the campus are requested to drop by the placement department for in person sessions on fri jul at pm corporate relations career services crcssrmapeduin wrote dear students ready to unlock your full potential and launch a fulfilling career as your university career counselor im here to offer you personalized career counseling sessions during our session we can work together to identify your strengths and interests explore various career paths develop a clear plan to achieve your career goals no matter your year of study taking control of your career path early can make a significant difference in your future success book your session today simply click the link below to schedule a convenient time booking link location th floor room no homi j bhabha block old admin block dont miss out on this opportunity to gain valuable insights and create a roadmap for a successful future thanks satheesh kumar n senior manager career counseling srm university ap guntur district with regards cr cs srm university andhra pradesh neerukonda village mangalagiri mandal guntur district,Legitimate
"Dear Students,

We are excited to inform you that we will be organizing an orientation
session tomorrow, 24th July at 12:00 PM. This session will focus on
Japanese language training, as well as placements and internship
opportunities in Japan.

Given the global demand for professionals proficient in Japanese, this
session will be invaluable to expand the career horizons. We will provide
insights into the training program and discuss the various placement and
internship opportunities available in Japan.

The orientation session will be held online, and we will share the meeting
link at the earliest.

*Meeting Details:*

   - *Topic:* Orientation Session on Japanese Language Training and
   Placements
   - *Timings: *12:00 PM, 24th July 2024
   - *Meeting Link:* Will be shared at the earliest.

We look forward to your participation and enthusiasm in exploring these
exciting opportunities.

-- 
With regards

*CR & CS*
*SRM University - Andhra Pradesh*
Neerukonda Village
Mangalagiri Mandal
Guntur district - 522502
",unknown,dear students we are excited to inform you that we will be organizing an orientation session tomorrow th july at pm this session will focus on japanese language training as well as placements and internship opportunities in japan given the global demand for professionals proficient in japanese this session will be invaluable to expand the career horizons we will provide insights into the training program and discuss the various placement and internship opportunities available in japan the orientation session will be held online and we will share the meeting link at the earliest meeting details topic orientation session on japanese language training and placements timings pm th july meeting link will be shared at the earliest we look forward to your participation and enthusiasm in exploring these exciting opportunities with regards cr cs srm university andhra pradesh neerukonda village mangalagiri mandal guntur district,Legitimate
"Dear Students,

As informed yesterday regarding the Orientation session on Japanese
Training and Placement opportunities.

Please find the Zoom link below.

Time: Jul 24, 2024 12:00 PM India
Join Zoom Meeting:
https://srmap.zoom.us/j/97858592721?pwd=HQfgqDRKIb3lebXVFb2Y95uvlQ9stB.1

Meeting ID: 978 5859 2721
Passcode: 505947

Look forward to your active participation.

Regards,
CR-CS

On Tue, Jul 23, 2024 at 9:27 PM Corporate Relations & Career Services <
cr-cs@srmap.edu.in> wrote:

> Dear Students,
>
> We are excited to inform you that we will be organizing an orientation
> session tomorrow, 24th July at 12:00 PM. This session will focus on
> Japanese language training, as well as placements and internship
> opportunities in Japan.
>
> Given the global demand for professionals proficient in Japanese, this
> session will be invaluable to expand the career horizons. We will provide
> insights into the training program and discuss the various placement and
> internship opportunities available in Japan.
>
> The orientation session will be held online, and we will share the meeting
> link at the earliest.
>
> *Meeting Details:*
>
>    - *Topic:* Orientation Session on Japanese Language Training and
>    Placements
>    - *Timings: *12:00 PM, 24th July 2024
>    - *Meeting Link:* Will be shared at the earliest.
>
> We look forward to your participation and enthusiasm in exploring these
> exciting opportunities.
>
> --
> With regards
>
> *CR & CS*
> *SRM University - Andhra Pradesh*
> Neerukonda Village
> Mangalagiri Mandal
> Guntur district - 522502
>
>

-- 
With regards

*CR & CS*
*SRM University - Andhra Pradesh*
Neerukonda Village
Mangalagiri Mandal
Guntur district - 522502
",unknown,dear students as informed yesterday regarding the orientation session on japanese training and placement opportunities please find the zoom link below time jul pm india join zoom meeting meeting id passcode look forward to your active participation regards crcs on tue jul at pm corporate relations career services crcssrmapeduin wrote dear students we are excited to inform you that we will be organizing an orientation session tomorrow th july at pm this session will focus on japanese language training as well as placements and internship opportunities in japan given the global demand for professionals proficient in japanese this session will be invaluable to expand the career horizons we will provide insights into the training program and discuss the various placement and internship opportunities available in japan the orientation session will be held online and we will share the meeting link at the earliest meeting details topic orientation session on japanese language training and placements timings pm th july meeting link will be shared at the earliest we look forward to your participation and enthusiasm in exploring these exciting opportunities with regards cr cs srm university andhra pradesh neerukonda village mangalagiri mandal guntur district with regards cr cs srm university andhra pradesh neerukonda village mangalagiri mandal guntur district,Legitimate
"Dear Students,
Gentle reminder!!

On Wed, Jul 24, 2024 at 10:41 AM Corporate Relations & Career Services <
cr-cs@srmap.edu.in> wrote:

> Dear Students,
>
> As informed yesterday regarding the Orientation session on Japanese
> Training and Placement opportunities.
>
> Please find the Zoom link below.
>
> Time: Jul 24, 2024 12:00 PM India
> Join Zoom Meeting:
> https://srmap.zoom.us/j/97858592721?pwd=HQfgqDRKIb3lebXVFb2Y95uvlQ9stB.1
>
> Meeting ID: 978 5859 2721
> Passcode: 505947
>
> Look forward to your active participation.
>
> Regards,
> CR-CS
>
> On Tue, Jul 23, 2024 at 9:27 PM Corporate Relations & Career Services <
> cr-cs@srmap.edu.in> wrote:
>
>> Dear Students,
>>
>> We are excited to inform you that we will be organizing an orientation
>> session tomorrow, 24th July at 12:00 PM. This session will focus on
>> Japanese language training, as well as placements and internship
>> opportunities in Japan.
>>
>> Given the global demand for professionals proficient in Japanese, this
>> session will be invaluable to expand the career horizons. We will provide
>> insights into the training program and discuss the various placement and
>> internship opportunities available in Japan.
>>
>> The orientation session will be held online, and we will share the
>> meeting link at the earliest.
>>
>> *Meeting Details:*
>>
>>    - *Topic:* Orientation Session on Japanese Language Training and
>>    Placements
>>    - *Timings: *12:00 PM, 24th July 2024
>>    - *Meeting Link:* Will be shared at the earliest.
>>
>> We look forward to your participation and enthusiasm in exploring these
>> exciting opportunities.
>>
>> --
>> With regards
>>
>> *CR & CS*
>> *SRM University - Andhra Pradesh*
>> Neerukonda Village
>> Mangalagiri Mandal
>> Guntur district - 522502
>>
>>
>
> --
> With regards
>
> *CR & CS*
> *SRM University - Andhra Pradesh*
> Neerukonda Village
> Mangalagiri Mandal
> Guntur district - 522502
>
>

-- 
With regards

*CR & CS*
*SRM University - Andhra Pradesh*
Neerukonda Village
Mangalagiri Mandal
Guntur district - 522502
",unknown,dear students gentle reminder on wed jul at am corporate relations career services crcssrmapeduin wrote dear students as informed yesterday regarding the orientation session on japanese training and placement opportunities please find the zoom link below time jul pm india join zoom meeting meeting id passcode look forward to your active participation regards crcs on tue jul at pm corporate relations career services crcssrmapeduin wrote dear students we are excited to inform you that we will be organizing an orientation session tomorrow th july at pm this session will focus on japanese language training as well as placements and internship opportunities in japan given the global demand for professionals proficient in japanese this session will be invaluable to expand the career horizons we will provide insights into the training program and discuss the various placement and internship opportunities available in japan the orientation session will be held online and we will share the meeting link at the earliest meeting details topic orientation session on japanese language training and placements timings pm th july meeting link will be shared at the earliest we look forward to your participation and enthusiasm in exploring these exciting opportunities with regards cr cs srm university andhra pradesh neerukonda village mangalagiri mandal guntur district with regards cr cs srm university andhra pradesh neerukonda village mangalagiri mandal guntur district with regards cr cs srm university andhra pradesh neerukonda village mangalagiri mandal guntur district,Legitimate
"Dear Students,

I want to remind all students not to skip any training sessions or classes
to attend career counseling sessions.
These training sessions and classes are important for your skill
development and future success, so please prioritize them.

As regular classes are going to commence, I also want to reiterate that
students should not skip their classes to attend counseling sessions.
You can book the slots during your free time or off hours. This should be
strictly followed.

I highly encourage all students to have in-person meetings for career
counseling, as these sessions are more effective and beneficial.

If you have already booked a slot and are available on campus, please make
sure to meet me in person at:

Location: 4th Floor, Room No. 411, Homi J Bhabha Block (Old Admin Block)

If, for any reason, you are unable to meet in person, you can avail the
session online via Google Meet.
However, I prefer in-person meetings for a more interactive and
personalized experience.

Students who have already booked slots are kindly requested to rebook their
slots during non-class hours.

Simply click the link below to schedule a convenient time:

Booking Link: https://calendar.app.google/WAbrS7ZjCWEZ1Ht29

Thank you for your understanding.

-- 
Thanks,
Satheesh Kumar N
Senior Manager - Career Counseling
SRM University, AP
+91-88700 84434
Guntur district - 522502
",unknown,dear students i want to remind all students not to skip any training sessions or classes to attend career counseling sessions these training sessions and classes are important for your skill development and future success so please prioritize them as regular classes are going to commence i also want to reiterate that students should not skip their classes to attend counseling sessions you can book the slots during your free time or off hours this should be strictly followed i highly encourage all students to have inperson meetings for career counseling as these sessions are more effective and beneficial if you have already booked a slot and are available on campus please make sure to meet me in person at location th floor room no homi j bhabha block old admin block if for any reason you are unable to meet in person you can avail the session online via google meet however i prefer inperson meetings for a more interactive and personalized experience students who have already booked slots are kindly requested to rebook their slots during nonclass hours simply click the link below to schedule a convenient time booking link thank you for your understanding thanks satheesh kumar n senior manager career counseling srm university ap guntur district,Legitimate
"Dear Students,

As we have informed you all earlier in the orientation meeting this week.
We are excited to announce that Toyo University, Japan, which visited the
SRMAP campus this February, is collaborating with us again.

On July 29th and 30th, SRMAP and Toyo University will host the ""SAKURA
SANGAM"" Indo-Japan Joint Workshop, a completely online event. This workshop
offers you a unique opportunity to interact with both the esteemed
professors and the students of Toyo University.

We encourage you to take full advantage of this event to expand your
network and enhance your academic and professional connections.

*Please find the details of the workshop as follows:*

*SAKURA SANGAM - An Indo-Japan Joint Workshop*
""SAKURA SANGAM: Indo-Japan Joint Workshop,"" is a virtual collaborative
event between Toyo University, Japan, and SRM University-AP. This 2-day
online workshop will comprise of workshops, sessions, keynote speeches that
dwell on various academic, cultural, and career aspects.

*Day 1 : On 29 July,  Time: 10:00 AM to 03:30 PM*

   - Academic/research workshops on Mechanical, Electrical, and Electronics
   subjects

*Day 2: On 30 July,  Time: 10:00 AM to 12:30 PM*

   - Cultural exchange
   - Talks/seminars on Career opportunities

Please note that all the students have to attend this meeting and register
now  by using the following link,
*REGISTER NOW: Link: https://bit.ly/Sakura-Sanga
<https://bit.ly/Sakura-Sanga>*

Meeting ID: 971 1266 1440 Password: 136065

[image: WhatsApp Image 2024-07-24 at 12.14.09 (1).jpeg]

Looking forward for your active participation. For more details connect
with Ms.Sarada

--
With regards

*CR & CS*
*SRM University - Andhra Pradesh*
Neerukonda Village
Mangalagiri Mandal
Guntur district - 522502
",unknown,dear students as we have informed you all earlier in the orientation meeting this week we are excited to announce that toyo university japan which visited the srmap campus this february is collaborating with us again on july th and th srmap and toyo university will host the sakura sangam indojapan joint workshop a completely online event this workshop offers you a unique opportunity to interact with both the esteemed professors and the students of toyo university we encourage you to take full advantage of this event to expand your network and enhance your academic and professional connections please find the details of the workshop as follows sakura sangam an indojapan joint workshop sakura sangam indojapan joint workshop is a virtual collaborative event between toyo university japan and srm universityap this day online workshop will comprise of workshops sessions keynote speeches that dwell on various academic cultural and career aspects day on july time am to pm academicresearch workshops on mechanical electrical and electronics subjects day on july time am to pm cultural exchange talksseminars on career opportunities please note that all the students have to attend this meeting and register now by using the following link register now link meeting id password image whatsapp image at jpeg looking forward for your active participation for more details connect with mssarada with regards cr cs srm university andhra pradesh neerukonda village mangalagiri mandal guntur district,Legitimate
"Dear students ,

Coding skills-1 classes for all the CSE sections will start from 12th July .

*Note : This week coding skills-1 classes are cancelled for all the CSE
sections of 2023 batch*

-- 
With regards

*CR & CS*
*SRM University - Andhra Pradesh*
Neerukonda Village
Mangalagiri Mandal
Guntur district - 522502
",unknown,dear students coding skills classes for all the cse sections will start from th july note this week coding skills classes are cancelled for all the cse sections of batch with regards cr cs srm university andhra pradesh neerukonda village mangalagiri mandal guntur district,Legitimate
"Coding skills-1 classes will start from 12th of August

On Sun, Aug 4, 2024 at 9:50 PM Corporate Relations & Career Services <
cr-cs@srmap.edu.in> wrote:

> Dear students ,
>
> Coding skills-1 classes for all the CSE sections will start from 12th July
> .
>
> *Note : This week coding skills-1 classes are cancelled for all the CSE
> sections of 2023 batch*
>
> --
> With regards
>
> *CR & CS*
> *SRM University - Andhra Pradesh*
> Neerukonda Village
> Mangalagiri Mandal
> Guntur district - 522502
>
>

-- 
With regards

*CR & CS*
*SRM University - Andhra Pradesh*
Neerukonda Village
Mangalagiri Mandal
Guntur district - 522502
",unknown,coding skills classes will start from th of august on sun aug at pm corporate relations career services crcssrmapeduin wrote dear students coding skills classes for all the cse sections will start from th july note this week coding skills classes are cancelled for all the cse sections of batch with regards cr cs srm university andhra pradesh neerukonda village mangalagiri mandal guntur district with regards cr cs srm university andhra pradesh neerukonda village mangalagiri mandal guntur district,Legitimate
"Dear students ,

Your open elective classes is mapped to Japanese language, which is
scheduled on monday and Tuesday from 4 PM to 5: 30 PM in class room C609,
Please come to C 609 now, class will start shortly

-- 
With regards

*CR & CS*
*SRM University - Andhra Pradesh*
Neerukonda Village
Mangalagiri Mandal
Guntur district - 522502
",unknown,dear students your open elective classes is mapped to japanese language which is scheduled on monday and tuesday from pm to pm in class room c please come to c now class will start shortly with regards cr cs srm university andhra pradesh neerukonda village mangalagiri mandal guntur district,Legitimate
"Dear students ,

Your open elective has been mapped to Japanese language and all of you are
grouped into different sections. Batch1  and  Batch2. Kindly check the
batch details in the attachment

Please note your Japanese time table below(FLC101)
Batch 1  Monday 4:00 PM -5:30 PM    C606
Batch 1  Tuesday 4:00 PM -5:30 PM    C606
Batch 2  Thursday  4:00 PM -5:30 PM  C702
Batch 2  Friday  4:00 PM -5:30 PM      C705

Note: For batch 1 students today alone attend class in C607

-- 
With regards

*CR & CS*
*SRM University - Andhra Pradesh*
Neerukonda Village
Mangalagiri Mandal
Guntur district - 522502
",unknown,dear students your open elective has been mapped to japanese language and all of you are grouped into different sections batch and batch kindly check the batch details in the attachment please note your japanese time table belowflc batch monday pm pm c batch tuesday pm pm c batch thursday pm pm c batch friday pm pm c note for batch students today alone attend class in c with regards cr cs srm university andhra pradesh neerukonda village mangalagiri mandal guntur district,Legitimate
"Dear Students,

As classes have commenced, I understand there has been some confusion
regarding previously booked career counselling appointments.
To ensure that our sessions are effective and do not interfere with your
academic schedule, I am canceling all existing appointments.

I kindly request you to book a new slot for your career counselling session
based on your free time during the week.

This time, we will segregate students based on their year of study and
prioritize appointments accordingly.
*Links will be shared separately for each year group.*

Please make sure to schedule your appointments during non-class hours and
avoid skipping any classes or training sessions.

Thank you for your understanding. I look forward to guiding you with your
career planning.

-- 

Regards,
Satheesh Kumar N
Senior Manager - Career Counseling
SRM University, AP
+91-88700 84434
Guntur district - 522502
",unknown,dear students as classes have commenced i understand there has been some confusion regarding previously booked career counselling appointments to ensure that our sessions are effective and do not interfere with your academic schedule i am canceling all existing appointments i kindly request you to book a new slot for your career counselling session based on your free time during the week this time we will segregate students based on their year of study and prioritize appointments accordingly links will be shared separately for each year group please make sure to schedule your appointments during nonclass hours and avoid skipping any classes or training sessions thank you for your understanding i look forward to guiding you with your career planning regards satheesh kumar n senior manager career counseling srm university ap guntur district,Legitimate
"Dear students ,

Coding skills-1 classes are cancelled until you get further communication
about the start date.

On Sun, Aug 4, 2024 at 9:50 PM Corporate Relations & Career Services <
cr-cs@srmap.edu.in> wrote:

> Dear students ,
>
> Coding skills-1 classes for all the CSE sections will start from 12th July
> .
>
> *Note : This week coding skills-1 classes are cancelled for all the CSE
> sections of 2023 batch*
>
> --
> With regards
>
> *CR & CS*
> *SRM University - Andhra Pradesh*
> Neerukonda Village
> Mangalagiri Mandal
> Guntur district - 522502
>
>

-- 
With regards

*CR & CS*
*SRM University - Andhra Pradesh*
Neerukonda Village
Mangalagiri Mandal
Guntur district - 522502
",unknown,dear students coding skills classes are cancelled until you get further communication about the start date on sun aug at pm corporate relations career services crcssrmapeduin wrote dear students coding skills classes for all the cse sections will start from th july note this week coding skills classes are cancelled for all the cse sections of batch with regards cr cs srm university andhra pradesh neerukonda village mangalagiri mandal guntur district with regards cr cs srm university andhra pradesh neerukonda village mangalagiri mandal guntur district,Legitimate
"Dear students ,

Coding skills-1 Classes will start from 13th August( Tomorrow)

On Tue, Aug 13, 2024 at 7:15 AM Corporate Relations & Career Services <
cr-cs@srmap.edu.in> wrote:

> Dear students ,
>
> Coding skills-1 classes are cancelled until you get further communication
> about the start date.
>
> On Sun, Aug 4, 2024 at 9:50 PM Corporate Relations & Career Services <
> cr-cs@srmap.edu.in> wrote:
>
>> Dear students ,
>>
>> Coding skills-1 classes for all the CSE sections will start from 12th
>> July .
>>
>> *Note : This week coding skills-1 classes are cancelled for all the CSE
>> sections of 2023 batch*
>>
>> --
>> With regards
>>
>> *CR & CS*
>> *SRM University - Andhra Pradesh*
>> Neerukonda Village
>> Mangalagiri Mandal
>> Guntur district - 522502
>>
>>
>
> --
> With regards
>
> *CR & CS*
> *SRM University - Andhra Pradesh*
> Neerukonda Village
> Mangalagiri Mandal
> Guntur district - 522502
>
>

-- 
With regards

*CR & CS*
*SRM University - Andhra Pradesh*
Neerukonda Village
Mangalagiri Mandal
Guntur district - 522502
",unknown,dear students coding skills classes will start from th august tomorrow on tue aug at am corporate relations career services crcssrmapeduin wrote dear students coding skills classes are cancelled until you get further communication about the start date on sun aug at pm corporate relations career services crcssrmapeduin wrote dear students coding skills classes for all the cse sections will start from th july note this week coding skills classes are cancelled for all the cse sections of batch with regards cr cs srm university andhra pradesh neerukonda village mangalagiri mandal guntur district with regards cr cs srm university andhra pradesh neerukonda village mangalagiri mandal guntur district with regards cr cs srm university andhra pradesh neerukonda village mangalagiri mandal guntur district,Legitimate
